2|2643297
3|2643296
4|2643295
5|2643294
6|2643293
7|2643292
8|2643291
9|2643290
10|2643289
11|2643288
12|2643287
13|2643286
14|2643285
15|2643284
16|2643283
17|2643282
18|2643281
19|2643280
20|2643279
21|94801
22|2643278
23|2643277
24|2643276
25|2643275
26|2643274
27|2643273
28|2643272
29|2643271
30|2643270
31|2643269
32|2643268
33|2643267
34|2643266
35|2643265
36|2643264
37|2643263
38|2643262
39|2643261
40|2643260
41|1169050
42|2643259
43|2643258
44|2643257
45|2643256
46|2643255
47|2643254
48|2643253
49|2643252
50|2643251
51|2643250
52|2643249
53|2643248
54|2643247
55|2643246
56|2643245
57|2643244
58|2643243
59|2643242
60|2643241
61|1169051
62|2643240
63|2643239
64|2643238
65|2643237
66|2643236
67|2643235
68|2643234
69|2643233
70|2643232
71|2643231
72|2643230
73|2643229
74|2643228
75|2643227
76|2643226
77|2643225
78|2643224
79|2643223
80|2643222
81|987506
82|2643221
83|2643220
84|2643219
85|2643218
86|2643217
87|2643216
88|2643215
89|2643214
90|2643213
91|2643212
92|2643211
93|2643210
94|2643209
95|2643208
96|2643207
97|2643206
98|2643205
99|2643204
100|2643203
101|1111266
102|2643202
103|2643201
104|2643200
105|2643199
106|2643198
107|2643197
108|2643196
109|2643195
110|2643194
111|2643193
112|2643192
113|2643191
114|2643190
115|2643189
116|2643188
117|2643187
118|2643186
119|2643185
120|2643184
121|94801
122|2643183
123|2643182
124|2643181
125|2643180
126|2643179
127|2643178
128|2643177
129|2643176
130|2643175
131|2643174
132|2643173
133|2643172
134|2643171
135|2643170
136|2643169
137|2643168
138|2643167
139|2643166
140|2643165
141|1169050
142|2643164
143|2643163
144|2643162
145|2643161
146|2643160
147|2643159
148|2643158
149|2643157
150|2643156
151|2643155
152|2643154
153|2643153
154|2643152
155|2643151
156|2643150
157|2643149
158|2643148
159|2643147
160|2643146
161|1169051
162|2643145
163|2643144
164|2643143
165|2643142
166|2643141
167|2643140
168|2643139
169|2643138
170|2643137
171|2643136
172|2643135
173|2643134
174|2643133
175|2643132
176|2643131
177|2643130
178|2643129
179|2643128
180|2643127
181|987506
182|2643126
183|2643125
184|2643124
185|2643123
186|2643122
187|2643121
188|2643120
189|2643119
190|2643118
191|2643117
192|2643116
193|2643115
194|2643114
195|2643113
196|2643112
197|2643111
198|2643110
199|2643109
200|2643108
201|1111266
202|2643107
203|2643106
204|2643105
205|2643104
206|2643103
207|2643102
208|2643101
209|2643100
210|2643099
211|2643098
212|2643097
213|2643096
214|2643095
215|2643094
216|2643093
217|2643092
218|2643091
219|2643090
220|2643089
221|94801
222|2643088
223|2643087
224|2643086
225|2643085
226|2643084
227|2643083
228|2643082
229|2643081
230|2643080
231|2643079
232|2643078
233|2643077
234|2643076
235|2643075
236|2643074
237|2643073
238|2643072
239|2643071
240|2643070
241|1169050
242|2643069
243|2643068
244|2643067
245|2643066
246|2643065
247|2643064
248|2643063
249|2643062
250|2643061
251|2643060
252|2643059
253|2643058
254|2643057
255|2643056
256|2643055
257|2643054
258|2643053
259|2643052
260|2643051
261|1169051
262|2643050
263|2643049
264|2643048
265|2643047
266|2643046
267|2643045
268|2643044
269|2643043
270|2643042
271|2643041
272|2643040
273|2643039
274|2643038
275|2643037
276|2643036
277|2643035
278|2643034
279|2643033
280|2643032
281|987506
282|2643031
283|2643030
284|2643029
285|2643028
286|2643027
287|2643026
288|2643025
289|2643024
290|2643023
291|2643022
292|2643021
293|2643020
294|2643019
295|2643018
296|2643017
297|2643016
298|2643015
299|2643014
300|2643013
301|1111266
302|2643012
303|2643011
304|2643010
305|2643009
306|2643008
307|2643007
308|2643006
309|2643005
310|2643004
311|2643003
312|2643002
313|2643001
314|2643000
315|2642999
316|2642998
317|2642997
318|2642996
319|2642995
320|2642994
321|94801
322|2642993
323|2642992
324|2642991
325|2642990
326|2642989
327|2642988
328|2642987
329|2642986
330|2642985
331|2642984
332|2642983
333|2642982
334|2642981
335|2642980
336|2642979
337|2642978
338|2642977
339|2642976
340|2642975
341|1169050
342|2642974
343|2642973
344|2642972
345|2642971
346|2642970
347|2642969
348|2642968
349|2642967
350|2642966
351|2642965
352|2642964
353|2642963
354|2642962
355|2642961
356|2642960
357|2642959
358|2642958
359|2642957
360|2642956
361|1169051
362|2642955
363|2642954
364|2642953
365|2642952
366|2642951
367|2642950
368|2642949
369|2642948
370|2642947
371|2642946
372|2642945
373|2642944
374|2642943
375|2642942
376|2642941
377|2642940
378|2642939
379|2642938
380|2642937
381|987506
382|2642936
383|2642935
384|2642934
385|2642933
386|2642932
387|2642931
388|2642930
389|2642929
390|2642928
391|2642927
392|2642926
393|2642925
394|2642924
395|2642923
396|2642922
397|2642921
398|2642920
399|2642919
400|2642918
401|1111266
402|2642917
403|2642916
404|2642915
405|2642914
406|2642913
407|2642912
408|2642911
409|2642910
410|2642909
411|2642908
412|2642907
413|2642906
414|2642905
415|2642904
416|2642903
417|2642902
418|2642901
419|2642900
420|2642899
421|94801
422|2642898
423|2642897
424|2642896
425|2642895
426|2642894
427|2642893
428|2642892
429|2642891
430|2642890
431|2642889
432|2642888
433|2642887
434|2642886
435|2642885
436|2642884
437|2642883
438|2642882
439|2642881
440|2642880
441|1169050
442|2642879
443|2642878
444|2642877
445|2642876
446|2642875
447|2642874
448|2642873
449|2642872
450|2642871
451|2642870
452|2642869
453|2642868
454|2642867
455|2642866
456|2642865
457|2642864
458|2642863
459|2642862
460|2642861
461|1169051
462|2642860
463|2642859
464|2642858
465|2642857
466|2642856
467|2642855
468|2642854
469|2642853
470|2642852
471|2642851
472|2642850
473|2642849
474|2642848
475|2642847
476|2642846
477|2642845
478|2642844
479|2642843
480|2642842
481|987506
482|2642841
483|2642840
484|2642839
485|2642838
486|2642837
487|2642836
488|2642835
489|2642834
490|2642833
491|2642832
492|2642831
493|2642830
494|2642829
495|2642828
496|2642827
497|2642826
498|2642825
499|2642824
500|2642823
501|1111266
502|2642822
503|2642821
504|2642820
505|2642819
506|2642818
507|2642817
508|2642816
509|2642815
510|2642814
511|2642813
512|2642812
513|2642811
514|2642810
